unidade;setor;ano;mes;exames_img;exame_img_por_paciente;exames_lab;exame_lab_por_paciente
CSSI;CLÍNICA MÉDICA ALA B;2025;7;0;;6;
CSSI;CLÍNICA MÉDICA ALA C;2025;7;0;0,0;328;6,9787234042553195
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;2025;7;1;;111;
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;2025;7;1;1,0;189;189,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA;2025;7;6;;685;
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;7;0;0,0;14;1,5555555555555556
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;7;0;0,0;147;49,0
CSSI;CLINICA MEDICA ALA A;2025;8;11;0,5789473684210527;319;16,789473684210527
CSSI;CLÍNICA MÉDICA ALA B;2025;8;0;;18;
CSSI;CLÍNICA MÉDICA ALA C;2025;8;3;0,23076923076923078;255;19,615384615384617
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;2025;8;0;;81;
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;2025;8;3;3,0;113;113,0
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA;2025;8;32;;813;
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;8;2;0,06896551724137931;64;2,206896551724138
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;8;10;2,0;256;51,2
CSSI;CLINICA MEDICA ALA A;2025;9;13;1,1818181818181819;291;26,454545454545453
CSSI;CLÍNICA MÉDICA ALA B;2025;9;0;;8;
CSSI;CLÍNICA MÉDICA ALA C;2025;9;11;0,5;327;14,863636363636363
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;2025;9;0;;51;
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;2025;9;3;;35;
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA;2025;9;27;;738;
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;9;7;0,21212121212121213;156;4,7272727272727275
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;9;2;0,25;460;57,5
CSSI;CLINICA MEDICA ALA A;2025;10;2;0,3333333333333333;126;21,0
CSSI;CLÍNICA MÉDICA ALA C;2025;10;15;0,3191489361702128;458;9,74468085106383
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;2025;10;2;;130;
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA;2025;10;24;;550;
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;10;12;1,3333333333333333;205;22,77777777777778
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;10;2;0,4;221;44,2
CSSI;CLINICA MEDICA ALA A;2025;11;6;2,0;163;54,333333333333336
CSSI;CLÍNICA MÉDICA ALA B;2025;11;0;;2;
CSSI;CLÍNICA MÉDICA ALA C;2025;11;15;0,4411764705882353;484;14,235294117647058
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;2025;11;0;;59;
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;2025;11;5;2,5;17;8,5
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA;2025;11;40;;631;
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;11;5;0,35714285714285715;72;5,142857142857143
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;11;7;0,7;290;29,0
CSSI;CLINICA MEDICA ALA A;2025;12;1;0,5;72;36,0
CSSI;CLÍNICA MÉDICA ALA B;2025;12;0;;38;
CSSI;CLÍNICA MÉDICA ALA C;2025;12;26;0,65;713;17,825
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;2025;12;0;;38;
CSSI;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;2025;12;1;0,25;54;13,5
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA;2025;12;28;;749;
CSSI;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025;12;0;0,0;69;5,75
CSSI;UNIDADES DE CUIDADOS PROLONGADOS - UCP;2025;12;6;1,5;224;56,0
HAC;AMBULATORIO - ESPECIALIDADES;2025;8;2;;32;
HAC;AMBULATORIO DE ONCOLOGIA CLINICA;2025;8;0;;65;
HAC;BLOCO CIRURGICO;2025;8;7;;35;
HAC;QUIMIOTERAPIA;2025;8;2;;35;
HAC;RADIOLOGIA;2025;8;1;;0;
HAC;UNIDADE DE DECISAO CLINICA;2025;8;0;;29;
HAC;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;8;115;0,9663865546218487;2571;21,605042016806724
HAC;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;8;370;2,0;9034;48,832432432432434
HAC;UNIDADE URGENCIA/EMERGENCIA;2025;8;144;;2131;
HAC;UTI - ADULTO;2025;8;264;52,8;4632;926,4
HAC;AMBULATORIO DE ONCOLOGIA CLINICA;2025;10;1;;23;
HAC;BLOCO CIRURGICO;2025;10;4;;0;
HAC;CTI ADULTO;2025;10;116;6,444444444444445;2190;121,66666666666667
HAC;QUIMIOTERAPIA;2025;10;1;;15;
HAC;UDC - OBSERVAÇÃO;2025;10;6;0,15789473684210525;103;2,710526315789474
HAC;UDC - UNIDADE DE DECISÃO CLÍNICA;2025;10;35;;890;
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA CIRÚRGICA;2025;10;32;0,5423728813559322;1297;21,983050847457626
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;2025;10;112;0,8682170542635659;3836;29,73643410852713
HAC;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2025;10;61;1,90625;1452;45,375
HAC;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2025;10;131;3,638888888888889;4176;116,0
HAC;UNIDADE URGENCIA/EMERGENCIA;2025;10;73;;975;
HAC;UTI - ADULTO;2025;10;107;26,75;1804;451,0
HAC;CTI ADULTO;2025;11;215;53,75;4083;1020,75
HAC;UDC - OBSERVAÇÃO;2025;11;17;0,25757575757575757;252;3,8181818181818183
HAC;UDC - UNIDADE DE DECISÃO CLÍNICA;2025;11;72;;1637;
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA CIRÚRGICA;2025;11;48;0,5647058823529412;1992;23,435294117647057
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;2025;11;192;1,1925465838509317;6556;40,72049689440994
HAC;CTI ADULTO;2025;12;163;27,166666666666668;3804;634,0
HAC;LABORATÓRIO;2025;12;0;;10;
HAC;UDC - OBSERVAÇÃO;2025;12;14;0,5384615384615384;240;9,23076923076923
HAC;UDC - UNIDADE DE DECISÃO CLÍNICA;2025;12;64;;1462;
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA CIRÚRGICA;2025;12;62;0,6138613861386139;2341;23,178217821782177
HAC;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;2025;12;189;1,2352941176470589;6869;44,89542483660131
HCM;UCC - ALA C;2025;11;0;0,0;12;1,5
HCM;UICP - ALA A;2025;11;1;0,16666666666666666;77;12,833333333333334
HCM;UICP - ALA B;2025;11;1;0,5;0;0,0
HCM;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;2025;11;22;;452;
HCM;UCC - ALA C;2025;12;0;0,0;2;0,2222222222222222
HCM;UICP - ALA A;2025;12;37;6,166666666666667;401;66,83333333333333
HCM;UICP - ALA B;2025;12;18;18,0;263;263,0
HCM;UICP - ALA C;2025;12;5;;75;
HEM;ACOMPANHAMENTO TRANSEXUALIDADE;2025;5;0;;15;
HEM;AMBULATORIO - DERMATOLOGIA;2025;5;1;;25;
HEM;AMBULATORIO - DERMATOLOGIA E INFECTOLOGIA;2025;5;2;;60;
HEM;AMBULATORIO DE INFECTOLOGIA;2025;5;7;7,0;310;310,0
HEM;HOSPITAL DIA;2025;5;0;;7;
HEM;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;2025;5;460;3,4074074074074074;14146;104,78518518518518
HEM;UTI - ADULTO;2025;5;154;9,058823529411764;4103;241,35294117647058
HEM;ALA A;2025;6;62;1,631578947368421;2276;59,89473684210526
HEM;ALA C;2025;6;92;2,090909090909091;2686;61,04545454545455
HEM;ALA D;2025;6;73;1,8717948717948718;1723;44,17948717948718
HEM;AMBULATORIO - DERMATOLOGIA;2025;6;1;;0;
HEM;AMBULATÓRIO DE DERMATOLOGIA;2025;6;0;;1;
HEM;AMBULATORIO DE INFECTOLOGIA;2025;6;10;;311;
HEM;AMBULATÓRIO INFECTOLOGIA;2025;6;1;;0;
HEM;CTI - ADULTO;2025;6;167;4,911764705882353;3349;98,5
HEM;HOSPITAL DIA;2025;6;3;;62;
HEM;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;2025;6;138;11,5;0;0,0
HEM;UTI - ADULTO;2025;6;72;36,0;1656;828,0
HEM;ALA A;2025;7;133;2,607843137254902;4514;88,50980392156863
HEM;ALA C;2025;7;136;2,2666666666666666;4625;77,08333333333333
HEM;ALA D;2025;7;90;2,6470588235294117;3225;94,8529411764706
HEM;AMBULATÓRIO INFECTOLOGIA;2025;7;1;;0;
HEM;CTI - ADULTO;2025;7;280;7,5675675675675675;5935;160,40540540540542
HEM;HOSPITAL DIA;2025;7;2;;406;
HEM;ALA A;2025;8;116;2,6363636363636362;4555;103,52272727272727
HEM;ALA C;2025;8;126;2,4705882352941178;4769;93,50980392156863
HEM;ALA D;2025;8;84;2,210526315789474;2619;68,92105263157895
HEM;AMBULATÓRIO INFECTOLOGIA;2025;8;1;;17;
HEM;CTI - ADULTO;2025;8;286;7,72972972972973;7032;190,05405405405406
HEM;HOSPITAL DIA;2025;8;3;;424;
HEM;RADIOLOGIA;2025;8;2;;0;
HEM;ALA A;2025;9;148;2,792452830188679;4571;86,24528301886792
HEM;ALA C;2025;9;166;3,32;5251;105,02
HEM;ALA D;2025;9;118;3,0256410256410255;2728;69,94871794871794
HEM;AMBULATÓRIO DE CRISE/RESPOSTA RÁPIDA;2025;9;1;;3;
HEM;AMBULATÓRIO DE DERMATOLOGIA;2025;9;0;;3;
HEM;AMBULATÓRIO INFECTOLOGIA;2025;9;0;;15;
HEM;BLOCO CIRÚRGICO;2025;9;0;;18;
HEM;CTI - ADULTO;2025;9;242;8,642857142857142;4895;174,82142857142858
HEM;HOSPITAL DIA;2025;9;0;;299;
HEM;ALA A;2025;10;147;2,2615384615384615;4967;76,41538461538461
HEM;ALA C;2025;10;158;2,6333333333333333;4386;73,1
HEM;ALA D;2025;10;100;2,127659574468085;3277;69,72340425531915
HEM;AMBULATÓRIO DE DERMATOLOGIA;2025;10;0;;22;
HEM;AMBULATÓRIO INFECTOLOGIA;2025;10;0;;2;
HEM;CTI - ADULTO;2025;10;172;8,19047619047619;4315;205,47619047619048
HEM;HOSPITAL DIA;2025;10;0;;309;
HEM;ALA A;2025;11;129;2,6875;4879;101,64583333333333
HEM;ALA C;2025;11;153;3,122448979591837;5120;104,48979591836735
HEM;ALA D;2025;11;123;2,510204081632653;3323;67,81632653061224
HEM;CTI - ADULTO;2025;11;162;10,8;4525;301,6666666666667
HEM;HOSPITAL DIA;2025;11;0;;89;
HEM;ALA A;2025;12;124;2,339622641509434;4220;79,62264150943396
HEM;ALA C;2025;12;123;2,5625;5048;105,16666666666667
HEM;ALA D;2025;12;92;2,5555555555555554;2804;77,88888888888889
HEM;CTI - ADULTO;2025;12;179;9,421052631578947;3988;209,89473684210526
HEM;HOSPITAL DIA;2025;12;0;;84;
HRBJA;AMBULATORIO - RETORNOS;2024;5;1;;0;
HRBJA;CLINICA CIRURGICA/HRB/CHB;2024;5;1;0,3333333333333333;0;0,0
HRBJA;PRONTO ATENDIMENTO;2024;5;756;;6348;
HRBJA;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2024;5;115;1,2777777777777777;666;7,4
HRBJA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2024;5;270;2,4107142857142856;6217;55,50892857142857
HRBJA;UTI - ADULTO;2024;5;241;20,083333333333332;5280;440,0
HRBJA;AMBULATORIO - RETORNOS;2024;6;3;;24;
HRBJA;CLINICA CIRURGICA/HRB/CHB;2024;6;19;0,5277777777777778;295;8,194444444444445
HRBJA;CLINICA MEDICA/HRB/CHB;2024;6;21;2,1;708;70,8
HRBJA;PRONTO ATENDIMENTO;2024;6;471;;3636;
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2024;6;3;0,25;0;0,0
HRBJA;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2024;6;139;3,9714285714285715;669;19,114285714285714
HRBJA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2024;6;246;6,0;4569;111,4390243902439
HRBJA;UTI - ADULTO;2024;6;191;63,666666666666664;4428;1476,0
HRBJA;UTI ADULTO/HRB/CHB;2024;6;18;1,8;939;93,9
HRBJA;UUE/HRB/CHB;2024;6;53;;434;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2024;6;13;0,2765957446808511;638;13,574468085106384
HRBJA;CLINICA CIRURGICA/HRB/CHB;2024;7;60;3,0;975;48,75
HRBJA;CLINICA MEDICA/HRB/CHB;2024;7;70;7,777777777777778;2476;275,1111111111111
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2024;7;11;1,375;103;12,875
HRBJA;UTI ADULTO/HRB/CHB;2024;7;60;15,0;2588;647,0
HRBJA;UUE/HRB/CHB;2024;7;873;;10632;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2024;7;266;0,926829268292683;6865;23,9198606271777
HRBJA;CLINICA CIRURGICA/HRB/CHB;2024;8;118;10,727272727272727;868;78,9090909090909
HRBJA;CLINICA MEDICA/HRB/CHB;2024;8;85;21,25;2095;523,75
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2024;8;34;2,0;74;4,352941176470588
HRBJA;UTI ADULTO/HRB/CHB;2024;8;38;19,0;1827;913,5
HRBJA;UUE/HRB/CHB;2024;8;967;;11939;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2024;8;275;0,8064516129032258;7282;21,35483870967742
HRBJA;AMBULATORIO DE EGRESSOS/HRB/CHB;2024;9;1;;0;
HRBJA;CLINICA CIRURGICA/HRB/CHB;2024;9;48;3,4285714285714284;607;43,357142857142854
HRBJA;CLINICA MEDICA/HRB/CHB;2024;9;44;6,285714285714286;1338;191,14285714285714
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2024;9;12;6,0;43;21,5
HRBJA;UTI ADULTO/HRB/CHB;2024;9;78;78,0;2399;2399,0
HRBJA;UUE/HRB/CHB;2024;9;874;;11512;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2024;9;194;0,5914634146341463;5829;17,771341463414632
HRBJA;CLINICA CIRURGICA/HRB/CHB;2024;10;88;4,888888888888889;757;42,05555555555556
HRBJA;CLINICA MEDICA/HRB/CHB;2024;10;52;7,428571428571429;1589;227,0
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2024;10;14;2,8;89;17,8
HRBJA;UTI ADULTO/HRB/CHB;2024;10;79;11,285714285714286;3626;518,0
HRBJA;UUE/HRB/CHB;2024;10;552;;7667;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2024;10;139;0,7853107344632768;2757;15,576271186440678
HRBJA;AMBULATORIO DE EGRESSOS/HRB/CHB;2024;11;2;;0;
HRBJA;CLINICA CIRURGICA/HRB/CHB;2024;11;103;1,7457627118644068;1171;19,847457627118644
HRBJA;CLINICA MEDICA/HRB/CHB;2024;11;45;0,9375;1467;30,5625
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2024;11;7;1,1666666666666667;80;13,333333333333334
HRBJA;UTI ADULTO/HRB/CHB;2024;11;79;3,761904761904762;3130;149,04761904761904
HRBJA;UUE/HRB/CHB;2024;11;663;;9216;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2024;11;28;0,2916666666666667;550;5,729166666666667
HRBJA;AMBULATORIO DE EGRESSOS/HRB/CHB;2024;12;4;;0;
HRBJA;CLINICA CIRURGICA/HRB/CHB;2024;12;108;1,0;1140;10,555555555555555
HRBJA;CLINICA MEDICA/HRB/CHB;2024;12;54;0,75;1415;19,65277777777778
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2024;12;11;0,7333333333333333;94;6,266666666666667
HRBJA;UTI ADULTO/HRB/CHB;2024;12;101;2,3488372093023258;2883;67,04651162790698
HRBJA;UUE/HRB/CHB;2024;12;828;;10440;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2024;12;19;0,5277777777777778;372;10,333333333333334
HRBJA;AMBULATORIO DE EGRESSOS/HRB/CHB;2025;1;4;;1;
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;1;106;1,0192307692307692;982;9,442307692307692
HRBJA;CLINICA MEDICA/HRB/CHB;2025;1;52;0,9454545454545454;1477;26,854545454545455
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2025;1;17;0,85;52;2,6
HRBJA;UTI ADULTO/HRB/CHB;2025;1;112;1,9649122807017543;4471;78,43859649122807
HRBJA;UUE/HRB/CHB;2025;1;856;;13854;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;1;47;0,9591836734693877;365;7,448979591836735
HRBJA;AMBULATORIO DE EGRESSOS/HRB/CHB;2025;2;2;;0;
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;2;80;1,0126582278481013;619;7,8354430379746836
HRBJA;CLINICA MEDICA/HRB/CHB;2025;2;35;0,9459459459459459;1153;31,16216216216216
HRBJA;TOMOGRAFIA/HRB/CHB;2025;2;1;;0;
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2025;2;2;0,5;44;11,0
HRBJA;UTI ADULTO/HRB/CHB;2025;2;100;2,0833333333333335;4708;98,08333333333333
HRBJA;UUE/HRB/CHB;2025;2;751;;12234;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;2;47;0,6266666666666667;408;5,44
HRBJA;AMBULATORIO DE EGRESSOS/HRB/CHB;2025;3;4;;0;
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;3;79;1,1285714285714286;516;7,371428571428571
HRBJA;CLINICA MEDICA/HRB/CHB;2025;3;43;0,8775510204081632;1144;23,346938775510203
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2025;3;11;0,5789473684210527;77;4,052631578947368
HRBJA;UTI ADULTO/HRB/CHB;2025;3;172;2,4927536231884058;5421;78,56521739130434
HRBJA;UUE/HRB/CHB;2025;3;861;;11003;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;3;64;0,8767123287671232;415;5,684931506849315
HRBJA;AMBULATORIO DE EGRESSOS/HRB/CHB;2025;4;4;;0;
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;4;87;0,9456521739130435;622;6,760869565217392
HRBJA;CLINICA MEDICA/HRB/CHB;2025;4;28;0,56;964;19,28
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2025;4;12;1,5;85;10,625
HRBJA;UTI ADULTO/HRB/CHB;2025;4;115;1,8852459016393444;4212;69,04918032786885
HRBJA;UUE/HRB/CHB;2025;4;960;;11893;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;4;54;0,8852459016393442;577;9,459016393442623
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;5;99;0,9611650485436893;672;6,524271844660194
HRBJA;CLINICA MEDICA/HRB/CHB;2025;5;43;0,6615384615384615;1103;16,96923076923077
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2025;5;5;0,45454545454545453;19;1,7272727272727273
HRBJA;UTI ADULTO/HRB/CHB;2025;5;165;3,4375;5455;113,64583333333333
HRBJA;UUE/HRB/CHB;2025;5;980;;12388;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;5;40;0,6666666666666666;654;10,9
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;6;88;0,9072164948453608;459;4,731958762886598
HRBJA;CLINICA MEDICA/HRB/CHB;2025;6;45;0,9574468085106383;821;17,46808510638298
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2025;6;10;1,25;53;6,625
HRBJA;UTI ADULTO/HRB/CHB;2025;6;131;1,7945205479452055;4883;66,89041095890411
HRBJA;UUE/HRB/CHB;2025;6;912;;11951;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;6;26;0,5416666666666666;329;6,854166666666667
HRBJA;AMBULATORIO DE EGRESSOS/HRB/CHB;2025;7;3;;0;
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;7;108;1,0693069306930694;1151;11,396039603960396
HRBJA;CLINICA MEDICA/HRB/CHB;2025;7;33;0,5892857142857143;1104;19,714285714285715
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2025;7;10;2,0;57;11,4
HRBJA;UTI ADULTO/HRB/CHB;2025;7;104;2,08;3443;68,86
HRBJA;UUE/HRB/CHB;2025;7;1012;;13906;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;7;70;0,875;453;5,6625
HRBJA;AMBULATORIO DE EGRESSOS/HRB/CHB;2025;8;1;;0;
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;8;96;1,054945054945055;565;6,208791208791209
HRBJA;CLINICA MEDICA/HRB/CHB;2025;8;32;0,9411764705882353;772;22,705882352941178
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2025;8;15;0,625;42;1,75
HRBJA;UTI ADULTO/HRB/CHB;2025;8;159;2,5238095238095237;4885;77,53968253968254
HRBJA;UUE/HRB/CHB;2025;8;941;;14115;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;8;56;1,0;486;8,678571428571429
HRBJA;AMBULATORIO DE EGRESSOS/HRB/CHB;2025;9;3;;4;
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;9;104;1,368421052631579;1131;14,881578947368421
HRBJA;CLINICA MEDICA/HRB/CHB;2025;9;35;0,8333333333333334;768;18,285714285714285
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2025;9;9;0,75;98;8,166666666666666
HRBJA;UTI ADULTO/HRB/CHB;2025;9;153;3,477272727272727;4060;92,27272727272727
HRBJA;UUE/HRB/CHB;2025;9;886;;13868;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;9;105;1,6153846153846154;1085;16,692307692307693
HRBJA;AMBULATORIO DE EGRESSOS/HRB/CHB;2025;10;3;;0;
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;10;108;1,4025974025974026;914;11,87012987012987
HRBJA;CLINICA MEDICA/HRB/CHB;2025;10;66;1,434782608695652;1509;32,80434782608695
HRBJA;RADIOLOGIA/HRB/CHB;2025;10;2;;0;
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2025;10;4;;32;
HRBJA;UTI ADULTO/HRB/CHB;2025;10;156;3,0588235294117645;4508;88,3921568627451
HRBJA;UUE/HRB/CHB;2025;10;900;;12371;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;10;91;1,2816901408450705;1317;18,549295774647888
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;11;103;1,3205128205128205;670;8,58974358974359
HRBJA;CLINICA MEDICA/HRB/CHB;2025;11;88;2,3783783783783785;1771;47,86486486486486
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2025;11;1;0,16666666666666666;15;2,5
HRBJA;UTI ADULTO/HRB/CHB;2025;11;138;2,5555555555555554;3714;68,77777777777777
HRBJA;UUE/HRB/CHB;2025;11;831;;11670;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;11;57;0,7215189873417721;473;5,987341772151899
HRBJA;CLINICA CIRURGICA/HRB/CHB;2025;12;117;1,21875;948;9,875
HRBJA;CLINICA MEDICA/HRB/CHB;2025;12;45;1,2162162162162162;1066;28,81081081081081
HRBJA;TRAUMATO-ORTOPEDIA CIRURGICA/CHPB/CHB;2025;12;6;0,3333333333333333;25;1,3888888888888888
HRBJA;UTI ADULTO/HRB/CHB;2025;12;121;2,5208333333333335;3345;69,6875
HRBJA;UUE/HRB/CHB;2025;12;986;;15056;
HRBJA;UUE/INTERNAÇÃO/HRB/CHB;2025;12;84;1,3333333333333333;675;10,714285714285714
HRJP;ALOJAMENTO CONJUNTO;2024;11;7;1,4;34;6,8
HRJP;ALOJAMENTO CONJUNTO /UNIDADE DE INTERNAÇÃO;2024;11;45;0,3284671532846715;489;3,5693430656934306
HRJP;CASA DA GESTANTE BEBÊ E PUÉRPERA;2024;11;0;;6;
HRJP;HRJP - LOCAL NASCIMENTO - RN;2024;11;0;;10;
HRJP;ULTRASSONOGRAFIA;2024;11;10;;0;
HRJP;UNIDADE DE INTERNAÇÃO - CLÍNICA DIP ALA C;2024;11;22;1,2941176470588236;171;10,058823529411764
HRJP;UNIDADE DE URGÊNCIA - MATERNIDADE;2024;11;20;;55;
HRJP;UNIDADE INTERNAÇÃO - ALTO RISCO OBSTETRICO (MATERNIDADE);2024;11;5;;37;
HRJP;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA ALA A;2024;11;0;0,0;11;5,5
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA A;2024;11;16;0,8421052631578947;184;9,68421052631579
HRJP;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA ALA B;2024;11;5;;30;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA B;2024;11;37;7,4;332;66,4
HRJP;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA ALA C;2024;11;5;2,5;59;29,5
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA CIRÚRGICA ALA C;2024;11;9;0,6923076923076923;201;15,461538461538462
HRJP;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;2024;11;3;1,0;28;9,333333333333334
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA A;2024;11;36;0,8372093023255814;411;9,55813953488372
HRJP;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;2024;11;5;;75;
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA B;2024;11;47;3,357142857142857;535;38,214285714285715
HRJP;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA C;2024;11;10;10,0;142;142,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA ALA C;2024;11;22;1,4666666666666666;293;19,533333333333335
HRJP;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2024;11;18;18,0;234;234,0
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PEDIÁTRICA;2024;11;44;1,1891891891891893;585;15,81081081081081
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA A;2024;11;6;0,6666666666666666;93;10,333333333333334
HRJP;UNIDADE INTERNAÇÃO - CLÍNICA PSIQUIÁTRICA ALA C;2024;11;1;0,25;26;6,5
